product_id,product_title,rating,total_reviews,price,top_reviews
itm02853ae92e90a,"Apple iPhone 12 (Blue, 128 GB)",4.6,"13,919","₹49,900","5 Worth every penny Super READ MORE Manoj Kumar Certified Buyer , Boisar Oct, 2021 1763 170 Permalink Report Abuse || 5 Terrific Wow superb camera phone Very smooth speed and no lag , iphone is the king always Its a beautiful product READ MORE Flipkart Customer Certified Buyer , Wadakkanchery Jan, 2022 19291 2098 Permalink Report Abuse"
itmc9604f122ae7f,"Apple iPhone 13 (Starlight, 128 GB)",4.6,"13,982","₹44,999","5 Brilliant I switch to ios from android after 10 years so this review might help for migrators It’s been a month using the iPhone13 and this was my experience 1. Design - its simple and no nonsense design . Expect white and pink rest of the colours are fingerprint magnets.  I have seen all the colours and I highly recommend the pink . It’s so light pink which makes it not girlish. See it for yourself it really looks so premium in light pink colour. For rest of it except white the aluminium frame wil... READ MORE Mahim Chauhan Certified Buyer , Vadodara Jun, 2022 23442 3433 Permalink Report Abuse || 5 Perfect product! Awesome battery backup amazing camera, a all day batter backup  improved and brilliant IOs 16.1 oled display dolby speakers and lot more, just close your eyes and go for it. One of the best handy smartphones ever and in great discount given by flipkart in big billion days 🔥 READ MORE Arnab Das Certified Buyer , Panihati Oct, 2022 16740 2436 Permalink Report Abuse"
